companyId: 31, industryId: 46, startDate: 2025-06-01 00:00:00, endDate: 2025-06-30 00:00:00, modelName:u258 countNum:83 areaCountMap: {西藏=0, 上海=0, 台湾=0, 甘肃=0, 香港=0, 文山=0, 黔西南=20, 湘西=50, 重庆=0, 运城=0, 黔东南=12, 新疆=1, 澳门=0, 黔南布=0, 北京=0}
companyId: 31, industryId: 46, startDate: 2025-06-01 00:00:00, endDate: 2025-06-30 00:00:00, modelName:LXda11 countNum:6 areaCountMap: {西藏=0, 上海=0, 台湾=0, 甘肃=0, 香港=0, 文山=0, 黔西南=4, 湘西=0, 重庆=0, 运城=0, 黔东南=1, 新疆=0, 澳门=0, 黔南布=0, 北京=1}
companyId: 31, industryId: 46, startDate: 2025-06-01 00:00:00, endDate: 2025-06-30 00:00:00, modelName:x210 countNum:8 areaCountMap: {西藏=0, 上海=0, 台湾=0, 甘肃=0, 香港=0, 文山=0, 黔西南=0, 湘西=7, 重庆=0, 运城=0, 黔东南=0, 新疆=1, 澳门=0, 黔南布=0, 北京=0}
companyId: 31, industryId: 46, startDate: 2025-06-01 00:00:00, endDate: 2025-06-30 00:00:00, modelName:LXd10 countNum:14 areaCountMap: {西藏=0, 上海=1, 台湾=0, 甘肃=1, 香港=0, 文山=0, 黔西南=2, 湘西=0, 重庆=1, 运城=0, 黔东南=7, 新疆=0, 澳门=0, 黔南布=0, 北京=2}
